time_hour,predicted_water_temp,air_temp
2026-06-11 05:00:00,17.49008,12.3
2026-06-11 06:00:00,17.440102,12.1
2026-06-11 07:00:00,17.361345,11.6
2026-06-11 08:00:00,17.297945,11.5
2026-06-11 09:00:00,17.241318,12.4
2026-06-11 10:00:00,17.179543,12.3
2026-06-11 11:00:00,17.129469,12.3
2026-06-11 12:00:00,17.10776,13.1
2026-06-11 13:00:00,17.140553,14.4
2026-06-11 14:00:00,17.201927,15.2
2026-06-11 15:00:00,17.25625,15.2
2026-06-11 16:00:00,17.292957,15.0
2026-06-11 17:00:00,17.319769,15.0
2026-06-11 18:00:00,17.32666,15.1
2026-06-11 19:00:00,17.349062,14.9
2026-06-11 20:00:00,17.35841,14.9
2026-06-11 21:00:00,17.357283,14.8
2026-06-11 22:00:00,17.343412,14.7
2026-06-11 23:00:00,17.319641,14.9
2026-06-12 00:00:00,17.271807,14.7
2026-06-12 01:00:00,17.222124,14.8
2026-06-12 02:00:00,17.154282,14.6
2026-06-12 03:00:00,17.08964,14.5
2026-06-12 04:00:00,17.024244,14.5
2026-06-12 05:00:00,16.951572,14.3
2026-06-12 06:00:00,16.89356,14.4
2026-06-12 07:00:00,16.847599,14.5
2026-06-12 08:00:00,16.819407,14.9
2026-06-12 09:00:00,16.824743,15.2
2026-06-12 10:00:00,16.858763,15.8
2026-06-12 11:00:00,16.931519,16.3
2026-06-12 12:00:00,17.024937,16.4
2026-06-12 13:00:00,17.144987,16.2
2026-06-12 14:00:00,17.26712,16.0
2026-06-12 15:00:00,17.380867,15.9
2026-06-12 16:00:00,17.489367,16.2
2026-06-12 17:00:00,17.650059,16.5
2026-06-12 18:00:00,17.80423,16.0
2026-06-12 19:00:00,17.889622,15.5
2026-06-12 20:00:00,17.926037,15.4
2026-06-12 21:00:00,17.922379,15.2
2026-06-12 22:00:00,17.897903,14.9
2026-06-12 23:00:00,17.853966,14.6
2026-06-13 00:00:00,17.80365,14.3
2026-06-13 01:00:00,17.7458,13.9
2026-06-13 02:00:00,17.679726,13.4
2026-06-13 03:00:00,17.609076,12.9
2026-06-13 04:00:00,17.531456,12.7
2026-06-13 05:00:00,17.442392,12.7
2026-06-13 06:00:00,17.334614,13.0
2026-06-13 07:00:00,17.199984,13.4
2026-06-13 08:00:00,17.085907,13.9
2026-06-13 09:00:00,17.036283,14.5
2026-06-13 10:00:00,17.089441,15.3
2026-06-13 11:00:00,17.209846,16.3
2026-06-13 12:00:00,17.410002,17.5
2026-06-13 13:00:00,17.746367,18.7
2026-06-13 14:00:00,18.129406,20.0
2026-06-13 15:00:00,18.499756,21.2
2026-06-13 16:00:00,18.783176,21.8
2026-06-13 17:00:00,19.040327,21.6
2026-06-13 18:00:00,19.231249,20.9
2026-06-13 19:00:00,19.341928,19.6
2026-06-13 20:00:00,19.375736,17.2
2026-06-13 21:00:00,19.343971,14.3
2026-06-13 22:00:00,19.260174,11.9
2026-06-13 23:00:00,19.149485,10.7
2026-06-14 00:00:00,19.034655,10.1
2026-06-14 01:00:00,18.916807,9.6
2026-06-14 02:00:00,18.807558,9.1
2026-06-14 03:00:00,18.689878,8.6
2026-06-14 04:00:00,18.558748,8.7
2026-06-14 05:00:00,18.456816,9.6
2026-06-14 06:00:00,18.35655,10.9
2026-06-14 07:00:00,18.246391,12.3
2026-06-14 08:00:00,18.152313,13.4
2026-06-14 09:00:00,18.095945,14.5
2026-06-14 10:00:00,18.118084,15.6
2026-06-14 11:00:00,18.239279,16.6
2026-06-14 12:00:00,18.45933,17.7
2026-06-14 13:00:00,18.730162,18.7
2026-06-14 14:00:00,19.032331,19.6
2026-06-14 15:00:00,19.364273,20.5
2026-06-14 16:00:00,19.680805,21.1
2026-06-14 17:00:00,19.954802,21.5
2026-06-14 18:00:00,20.176939,21.7
2026-06-14 19:00:00,20.33839,21.2
2026-06-14 20:00:00,20.430557,19.5
2026-06-14 21:00:00,20.447462,17.1
2026-06-14 22:00:00,20.40484,15.1
2026-06-14 23:00:00,20.322945,14.0
2026-06-15 00:00:00,20.226171,13.2
2026-06-15 01:00:00,20.122211,12.4
2026-06-15 02:00:00,20.00675,11.1
2026-06-15 03:00:00,19.883944,9.7
2026-06-15 04:00:00,19.767857,9.2
2026-06-15 05:00:00,19.672117,10.3
2026-06-15 06:00:00,19.583048,12.3
2026-06-15 07:00:00,19.492344,14.2
2026-06-15 08:00:00,19.420366,15.8
2026-06-15 09:00:00,19.384354,17.2
2026-06-15 10:00:00,19.422981,18.6
2026-06-15 11:00:00,19.554375,19.9
2026-06-15 12:00:00,19.766659,21.1
2026-06-15 13:00:00,20.036793,22.0
2026-06-15 14:00:00,20.337364,22.3
2026-06-15 15:00:00,20.633068,22.2
2026-06-15 16:00:00,20.87982,21.8
2026-06-15 17:00:00,21.054016,21.0
2026-06-15 18:00:00,21.155891,20.0
2026-06-15 19:00:00,21.193518,19.0
2026-06-15 20:00:00,21.178087,18.1
2026-06-15 21:00:00,21.126575,17.3
2026-06-15 22:00:00,21.036913,16.5
2026-06-15 23:00:00,20.912868,15.8
2026-06-16 00:00:00,20.778713,15.1
2026-06-16 01:00:00,20.64568,14.7
2026-06-16 02:00:00,20.520163,14.5
2026-06-16 03:00:00,20.405504,14.4
2026-06-16 04:00:00,20.30364,14.4
2026-06-16 05:00:00,20.20682,14.6
2026-06-16 06:00:00,20.1168,15.0
2026-06-16 07:00:00,20.029161,15.7
2026-06-16 08:00:00,19.959024,16.7
2026-06-16 09:00:00,19.904465,18.2
2026-06-16 10:00:00,19.871355,19.8
2026-06-16 11:00:00,19.876719,21.4
2026-06-16 12:00:00,19.928942,22.8
2026-06-16 13:00:00,20.018507,23.6
2026-06-16 14:00:00,20.135492,23.8
2026-06-16 15:00:00,20.25132,23.7
2026-06-16 16:00:00,20.356745,23.2
2026-06-16 17:00:00,20.441292,22.6
2026-06-16 18:00:00,20.500746,21.9
2026-06-16 19:00:00,20.530178,21.2
