time_hour,predicted_water_temp,air_temp
2026-06-14 15:00:00,19.825808,20.2
2026-06-14 16:00:00,20.25086,21.0
2026-06-14 17:00:00,20.461008,21.3
2026-06-14 18:00:00,20.663704,21.2
2026-06-14 19:00:00,20.763145,20.7
2026-06-14 20:00:00,20.81026,19.7
2026-06-14 21:00:00,20.777681,18.0
2026-06-14 22:00:00,20.700655,17.2
2026-06-14 23:00:00,20.596888,16.2
2026-06-15 00:00:00,20.475462,14.6
2026-06-15 01:00:00,20.369537,15.0
2026-06-15 02:00:00,20.255493,13.3
2026-06-15 03:00:00,20.155178,12.9
2026-06-15 04:00:00,20.05279,12.8
2026-06-15 05:00:00,19.946308,11.6
2026-06-15 06:00:00,19.82939,12.5
2026-06-15 07:00:00,19.734968,14.0
2026-06-15 08:00:00,19.64247,15.8
2026-06-15 09:00:00,19.597479,17.6
2026-06-15 10:00:00,19.67035,19.4
2026-06-15 11:00:00,19.744556,20.8
2026-06-15 12:00:00,19.901161,21.9
2026-06-15 13:00:00,20.193514,22.6
2026-06-15 14:00:00,20.507635,23.1
2026-06-15 15:00:00,20.833645,23.4
2026-06-15 16:00:00,21.120165,23.2
2026-06-15 17:00:00,21.330284,22.7
2026-06-15 18:00:00,21.479023,22.1
2026-06-15 19:00:00,21.540064,18.7
2026-06-15 20:00:00,21.535498,17.3
2026-06-15 21:00:00,21.485489,15.8
2026-06-15 22:00:00,21.406006,15.5
2026-06-15 23:00:00,21.319164,15.3
2026-06-16 00:00:00,21.229784,15.2
2026-06-16 01:00:00,21.13084,15.2
2026-06-16 02:00:00,21.035929,15.4
2026-06-16 03:00:00,20.941399,15.1
2026-06-16 04:00:00,20.823921,14.8
2026-06-16 05:00:00,20.705181,14.5
2026-06-16 06:00:00,20.583889,14.8
2026-06-16 07:00:00,20.44197,15.4
2026-06-16 08:00:00,20.335491,15.9
2026-06-16 09:00:00,20.261427,16.9
2026-06-16 10:00:00,20.27186,17.7
2026-06-16 11:00:00,20.37845,18.7
2026-06-16 12:00:00,20.495102,18.9
2026-06-16 13:00:00,20.554401,19.7
2026-06-16 14:00:00,20.678965,19.9
2026-06-16 15:00:00,20.747246,19.3
2026-06-16 16:00:00,20.94362,18.7
2026-06-16 17:00:00,21.03805,18.4
2026-06-16 18:00:00,21.134115,18.1
2026-06-16 19:00:00,21.164993,17.9
2026-06-16 20:00:00,21.19366,17.7
2026-06-16 21:00:00,21.191479,17.4
2026-06-16 22:00:00,21.176819,17.2
2026-06-16 23:00:00,21.123064,17.1
2026-06-17 00:00:00,21.074318,17.0
2026-06-17 01:00:00,21.021633,17.0
2026-06-17 02:00:00,20.9701,16.9
2026-06-17 03:00:00,20.903553,16.7
2026-06-17 04:00:00,20.832228,16.6
2026-06-17 05:00:00,20.773626,16.5
2026-06-17 06:00:00,20.699318,16.5
2026-06-17 07:00:00,20.622849,16.7
2026-06-17 08:00:00,20.55322,17.2
2026-06-17 09:00:00,20.48194,17.8
2026-06-17 10:00:00,20.449972,18.5
2026-06-17 11:00:00,20.50864,19.1
2026-06-17 12:00:00,20.642384,19.6
2026-06-17 13:00:00,20.788845,19.9
2026-06-17 14:00:00,20.889364,20.0
2026-06-17 15:00:00,20.962523,19.9
2026-06-17 16:00:00,21.016462,19.6
2026-06-17 17:00:00,21.04095,19.1
2026-06-17 18:00:00,21.09895,18.6
2026-06-17 19:00:00,21.180233,17.9
2026-06-17 20:00:00,21.215311,17.0
2026-06-17 21:00:00,21.205717,15.9
2026-06-17 22:00:00,21.15997,15.1
2026-06-17 23:00:00,21.091064,14.7
2026-06-18 00:00:00,21.004822,14.4
2026-06-18 01:00:00,20.916986,14.2
2026-06-18 02:00:00,20.821,13.7
2026-06-18 03:00:00,20.722397,13.3
2026-06-18 04:00:00,20.628666,13.1
2026-06-18 05:00:00,20.538912,13.4
2026-06-18 06:00:00,20.455294,13.9
2026-06-18 07:00:00,20.36943,14.5
2026-06-18 08:00:00,20.278118,15.3
2026-06-18 09:00:00,20.199062,16.2
2026-06-18 10:00:00,20.166128,17.2
2026-06-18 11:00:00,20.222229,18.4
2026-06-18 12:00:00,20.354618,19.8
2026-06-18 13:00:00,20.536402,21.0
2026-06-18 14:00:00,20.74852,22.1
2026-06-18 15:00:00,20.982222,23.1
2026-06-18 16:00:00,21.198076,23.6
2026-06-18 17:00:00,21.372334,23.5
2026-06-18 18:00:00,21.50246,22.9
2026-06-18 19:00:00,21.593061,22.0
2026-06-18 20:00:00,21.636522,20.7
2026-06-18 21:00:00,21.624416,19.1
2026-06-18 22:00:00,21.569887,17.7
2026-06-18 23:00:00,21.483969,16.7
2026-06-19 00:00:00,21.38386,15.9
2026-06-19 01:00:00,21.275723,15.1
2026-06-19 02:00:00,21.167095,14.2
2026-06-19 03:00:00,21.061937,13.5
2026-06-19 04:00:00,20.95912,13.0
2026-06-19 05:00:00,20.859867,13.0
2026-06-19 06:00:00,20.754906,13.2
2026-06-19 07:00:00,20.654636,13.8
2026-06-19 08:00:00,20.568626,14.8
2026-06-19 09:00:00,20.521187,16.1
2026-06-19 10:00:00,20.552938,17.5
2026-06-19 11:00:00,20.694397,19.0
2026-06-19 12:00:00,20.949387,20.6
2026-06-19 13:00:00,21.293312,21.9
2026-06-19 14:00:00,21.668503,22.8
2026-06-19 15:00:00,22.030027,23.4
2026-06-19 16:00:00,22.355453,23.8
2026-06-19 17:00:00,22.640501,24.3
2026-06-19 18:00:00,22.879307,24.6
2026-06-19 19:00:00,23.052763,24.4
2026-06-19 20:00:00,23.145334,23.5
2026-06-19 21:00:00,23.167269,22.1
2026-06-19 22:00:00,23.129704,20.6
2026-06-19 23:00:00,23.049278,18.6
2026-06-20 00:00:00,22.953445,17.1
2026-06-20 01:00:00,22.84838,16.2
2026-06-20 02:00:00,22.74542,15.8
2026-06-20 03:00:00,22.647146,15.8
2026-06-20 04:00:00,22.554676,16.0
2026-06-20 05:00:00,22.466652,16.5
2026-06-20 06:00:00,22.38236,17.0
2026-06-20 07:00:00,22.302464,17.6
2026-06-20 08:00:00,22.180178,18.3
2026-06-20 09:00:00,22.120213,19.2
2026-06-20 10:00:00,22.124392,20.2
2026-06-20 11:00:00,22.209394,21.2
2026-06-20 12:00:00,22.385859,22.1
2026-06-20 13:00:00,22.64854,22.8
2026-06-20 14:00:00,22.965515,23.4
2026-06-20 15:00:00,23.306044,23.9
2026-06-20 16:00:00,23.640272,24.3
2026-06-20 17:00:00,23.92953,24.5
2026-06-20 18:00:00,24.14504,24.5
2026-06-20 19:00:00,24.274284,24.1
2026-06-20 20:00:00,24.328556,23.3
2026-06-20 21:00:00,24.318954,22.0
2026-06-20 22:00:00,24.259447,20.4
2026-06-20 23:00:00,24.134499,18.1
2026-06-21 00:00:00,23.94504,16.2
2026-06-21 01:00:00,23.737509,14.9
2026-06-21 02:00:00,23.541008,13.9
2026-06-21 03:00:00,23.371582,13.6
2026-06-21 04:00:00,23.214548,13.4
2026-06-21 05:00:00,23.066082,13.5
2026-06-21 06:00:00,22.913898,13.9
2026-06-21 07:00:00,22.756565,14.6
2026-06-21 08:00:00,22.619284,15.9
2026-06-21 09:00:00,22.52611,17.8
2026-06-21 10:00:00,22.505611,20.0
2026-06-21 11:00:00,22.580654,22.2
2026-06-21 12:00:00,22.750792,24.2
2026-06-21 13:00:00,22.990303,25.7
2026-06-21 14:00:00,23.193565,25.7
