time_hour,predicted_water_temp,air_temp
2026-06-09 15:00:00,17.480234,15.9
2026-06-09 16:00:00,17.70333,15.6
2026-06-09 17:00:00,17.861273,15.2
2026-06-09 18:00:00,17.93982,14.8
2026-06-09 19:00:00,17.963879,14.2
2026-06-09 20:00:00,17.923407,13.6
2026-06-09 21:00:00,17.85672,13.0
2026-06-09 22:00:00,17.769493,12.7
2026-06-09 23:00:00,17.647709,12.3
2026-06-10 00:00:00,17.559229,12.5
2026-06-10 01:00:00,17.445189,12.2
2026-06-10 02:00:00,17.337904,11.6
2026-06-10 03:00:00,17.226673,11.8
2026-06-10 04:00:00,17.112194,11.0
2026-06-10 05:00:00,17.006416,10.7
2026-06-10 06:00:00,16.923344,10.1
2026-06-10 07:00:00,16.811264,11.5
2026-06-10 08:00:00,16.687954,12.4
2026-06-10 09:00:00,16.604593,13.3
2026-06-10 10:00:00,16.603992,13.9
2026-06-10 11:00:00,16.675556,13.3
2026-06-10 12:00:00,16.79753,14.1
2026-06-10 13:00:00,16.932962,15.1
2026-06-10 14:00:00,17.131464,15.3
2026-06-10 15:00:00,17.340498,15.4
2026-06-10 16:00:00,17.472044,13.1
2026-06-10 17:00:00,17.55017,14.0
2026-06-10 18:00:00,17.655806,14.0
2026-06-10 19:00:00,17.661003,14.0
2026-06-10 20:00:00,17.640753,13.6
2026-06-10 21:00:00,17.591066,13.0
2026-06-10 22:00:00,17.530453,12.6
2026-06-10 23:00:00,17.456028,13.1
2026-06-11 00:00:00,17.381777,12.5
2026-06-11 01:00:00,17.308733,12.6
2026-06-11 02:00:00,17.233953,12.6
2026-06-11 03:00:00,17.150705,13.0
2026-06-11 04:00:00,17.059322,12.0
2026-06-11 05:00:00,16.95408,11.4
2026-06-11 06:00:00,16.83808,11.4
2026-06-11 07:00:00,16.729301,11.8
2026-06-11 08:00:00,16.639977,11.9
2026-06-11 09:00:00,16.53211,12.1
2026-06-11 10:00:00,16.484089,12.6
2026-06-11 11:00:00,16.498371,13.7
2026-06-11 12:00:00,16.59294,14.5
2026-06-11 13:00:00,16.678217,15.1
2026-06-11 14:00:00,16.764753,15.6
2026-06-11 15:00:00,16.880426,15.9
2026-06-11 16:00:00,16.96692,16.0
2026-06-11 17:00:00,17.035368,16.1
2026-06-11 18:00:00,17.109562,16.2
2026-06-11 19:00:00,17.189907,16.1
2026-06-11 20:00:00,17.222544,15.8
2026-06-11 21:00:00,17.225832,15.4
2026-06-11 22:00:00,17.207998,15.1
2026-06-11 23:00:00,17.16232,14.9
2026-06-12 00:00:00,17.105673,14.9
2026-06-12 01:00:00,17.044956,14.9
2026-06-12 02:00:00,16.985813,14.8
2026-06-12 03:00:00,16.92322,14.8
2026-06-12 04:00:00,16.864006,14.8
2026-06-12 05:00:00,16.811043,15.0
2026-06-12 06:00:00,16.762848,15.2
2026-06-12 07:00:00,16.722214,15.6
2026-06-12 08:00:00,16.716726,16.4
2026-06-12 09:00:00,16.74668,17.4
2026-06-12 10:00:00,16.852835,18.2
2026-06-12 11:00:00,16.976946,18.6
2026-06-12 12:00:00,17.153421,18.9
2026-06-12 13:00:00,17.339863,19.1
2026-06-12 14:00:00,17.532116,19.3
2026-06-12 15:00:00,17.734802,19.5
2026-06-12 16:00:00,17.927837,19.5
2026-06-12 17:00:00,18.060146,18.9
2026-06-12 18:00:00,18.15296,18.1
2026-06-12 19:00:00,18.197853,17.4
2026-06-12 20:00:00,18.218496,16.7
2026-06-12 21:00:00,18.20853,16.1
2026-06-12 22:00:00,18.182959,15.6
2026-06-12 23:00:00,18.147165,15.3
2026-06-13 00:00:00,18.111565,15.1
2026-06-13 01:00:00,18.0729,14.9
2026-06-13 02:00:00,18.030033,14.6
2026-06-13 03:00:00,17.980759,14.4
2026-06-13 04:00:00,17.928507,14.3
2026-06-13 05:00:00,17.875021,14.5
2026-06-13 06:00:00,17.81914,14.9
2026-06-13 07:00:00,17.761692,15.4
2026-06-13 08:00:00,17.716618,16.2
2026-06-13 09:00:00,17.695744,17.1
2026-06-13 10:00:00,17.735493,18.1
2026-06-13 11:00:00,17.857376,19.0
2026-06-13 12:00:00,18.053394,20.0
2026-06-13 13:00:00,18.31795,20.9
2026-06-13 14:00:00,18.634624,21.9
2026-06-13 15:00:00,18.988894,22.9
2026-06-13 16:00:00,19.336935,23.4
2026-06-13 17:00:00,19.634336,23.3
2026-06-13 18:00:00,19.872335,22.7
2026-06-13 19:00:00,20.038153,21.7
2026-06-13 20:00:00,20.132986,20.2
2026-06-13 21:00:00,20.142242,18.3
2026-06-13 22:00:00,20.060987,16.6
2026-06-13 23:00:00,19.964344,15.3
2026-06-14 00:00:00,19.852812,14.1
2026-06-14 01:00:00,19.734259,13.0
2026-06-14 02:00:00,19.613737,11.8
2026-06-14 03:00:00,19.492722,10.7
2026-06-14 04:00:00,19.378502,10.2
2026-06-14 05:00:00,19.272043,10.4
2026-06-14 06:00:00,19.173193,11.1
2026-06-14 07:00:00,19.080359,12.2
2026-06-14 08:00:00,18.994385,13.5
2026-06-14 09:00:00,18.928425,15.2
2026-06-14 10:00:00,18.909784,16.7
