time_hour,predicted_water_temp,air_temp
2026-06-09 00:00:00,17.640968,12.8
2026-06-09 01:00:00,17.55038,12.2
2026-06-09 02:00:00,17.451092,12.1
2026-06-09 03:00:00,17.360287,12.5
2026-06-09 04:00:00,17.266924,10.5
2026-06-09 05:00:00,17.14725,10.2
2026-06-09 06:00:00,17.041843,9.9
2026-06-09 07:00:00,16.953773,10.5
2026-06-09 08:00:00,16.889082,11.6
2026-06-09 09:00:00,16.763304,11.9
2026-06-09 10:00:00,16.724815,13.7
2026-06-09 11:00:00,16.744217,14.6
2026-06-09 12:00:00,16.857416,15.2
2026-06-09 13:00:00,17.017727,15.0
2026-06-09 14:00:00,17.195065,15.3
2026-06-09 15:00:00,17.376013,15.6
2026-06-09 16:00:00,17.529388,15.2
2026-06-09 17:00:00,17.661455,15.2
2026-06-09 18:00:00,17.766653,14.5
2026-06-09 19:00:00,17.800982,14.0
2026-06-09 20:00:00,17.7962,13.6
2026-06-09 21:00:00,17.740988,12.8
2026-06-09 22:00:00,17.65434,12.7
2026-06-09 23:00:00,17.551609,12.3
2026-06-10 00:00:00,17.467587,12.7
2026-06-10 01:00:00,17.335514,11.7
2026-06-10 02:00:00,17.22916,10.9
2026-06-10 03:00:00,17.162075,10.4
2026-06-10 04:00:00,17.075037,11.2
2026-06-10 05:00:00,16.977922,10.0
2026-06-10 06:00:00,16.840563,9.8
2026-06-10 07:00:00,16.739046,10.2
2026-06-10 08:00:00,16.678658,10.7
2026-06-10 09:00:00,16.585056,11.4
2026-06-10 10:00:00,16.556328,11.5
2026-06-10 11:00:00,16.561392,13.1
2026-06-10 12:00:00,16.576694,13.8
2026-06-10 13:00:00,16.693787,12.8
2026-06-10 14:00:00,16.751696,14.2
2026-06-10 15:00:00,16.841412,14.9
2026-06-10 16:00:00,16.914396,13.1
2026-06-10 17:00:00,16.967121,14.4
2026-06-10 18:00:00,16.955154,14.2
2026-06-10 19:00:00,16.941288,14.2
2026-06-10 20:00:00,16.915413,13.9
2026-06-10 21:00:00,16.88622,13.1
2026-06-10 22:00:00,16.836529,12.0
2026-06-10 23:00:00,16.771973,11.3
2026-06-11 00:00:00,16.699524,11.1
2026-06-11 01:00:00,16.624481,11.1
2026-06-11 02:00:00,16.547054,11.3
2026-06-11 03:00:00,16.471283,11.8
2026-06-11 04:00:00,16.396845,12.0
2026-06-11 05:00:00,16.300896,11.9
2026-06-11 06:00:00,16.211657,11.6
2026-06-11 07:00:00,16.122917,11.5
2026-06-11 08:00:00,16.065338,11.7
2026-06-11 09:00:00,16.0256,12.0
2026-06-11 10:00:00,16.001398,12.5
2026-06-11 11:00:00,16.01884,13.4
2026-06-11 12:00:00,16.029976,14.5
2026-06-11 13:00:00,16.08176,15.4
2026-06-11 14:00:00,16.155989,16.2
2026-06-11 15:00:00,16.25507,16.8
2026-06-11 16:00:00,16.397415,17.2
2026-06-11 17:00:00,16.504602,17.1
2026-06-11 18:00:00,16.564713,16.8
2026-06-11 19:00:00,16.59586,16.5
2026-06-11 20:00:00,16.614344,16.1
2026-06-11 21:00:00,16.611298,15.6
2026-06-11 22:00:00,16.594185,15.2
2026-06-11 23:00:00,16.574675,15.1
2026-06-12 00:00:00,16.555132,15.0
2026-06-12 01:00:00,16.533026,15.0
2026-06-12 02:00:00,16.504766,14.9
2026-06-12 03:00:00,16.469818,14.8
2026-06-12 04:00:00,16.432697,14.8
2026-06-12 05:00:00,16.398663,14.9
2026-06-12 06:00:00,16.370775,15.2
2026-06-12 07:00:00,16.343405,15.5
2026-06-12 08:00:00,16.328314,16.0
2026-06-12 09:00:00,16.344746,16.5
2026-06-12 10:00:00,16.416897,17.0
2026-06-12 11:00:00,16.54587,17.5
2026-06-12 12:00:00,16.74358,17.9
2026-06-12 13:00:00,16.9974,18.4
2026-06-12 14:00:00,17.293968,19.0
2026-06-12 15:00:00,17.618986,19.6
2026-06-12 16:00:00,17.92852,19.9
2026-06-12 17:00:00,18.213097,19.6
2026-06-12 18:00:00,18.396843,18.9
2026-06-12 19:00:00,18.49043,18.1
2026-06-12 20:00:00,18.525919,17.3
2026-06-12 21:00:00,18.517406,16.5
2026-06-12 22:00:00,18.487158,15.8
2026-06-12 23:00:00,18.439034,15.3
2026-06-13 00:00:00,18.385433,14.9
2026-06-13 01:00:00,18.330086,14.6
2026-06-13 02:00:00,18.274025,14.4
2026-06-13 03:00:00,18.22152,14.3
2026-06-13 04:00:00,18.166916,14.3
2026-06-13 05:00:00,18.112106,14.4
2026-06-13 06:00:00,18.059576,14.6
2026-06-13 07:00:00,18.009825,15.0
2026-06-13 08:00:00,17.973778,15.9
2026-06-13 09:00:00,17.966543,17.0
2026-06-13 10:00:00,18.024153,18.0
2026-06-13 11:00:00,18.17381,18.8
2026-06-13 12:00:00,18.415096,19.5
2026-06-13 13:00:00,18.727772,20.2
2026-06-13 14:00:00,19.097467,21.3
2026-06-13 15:00:00,19.52214,22.4
2026-06-13 16:00:00,19.921518,23.3
2026-06-13 17:00:00,20.280138,24.1
2026-06-13 18:00:00,20.576462,24.6
2026-06-13 19:00:00,20.796865,24.2
2026-06-13 20:00:00,20.898718,21.9
2026-06-13 21:00:00,20.911139,18.6
2026-06-13 22:00:00,20.865215,16.0
2026-06-13 23:00:00,20.856691,14.9
2026-06-14 00:00:00,20.785664,14.4
2026-06-14 01:00:00,20.704094,14.0
2026-06-14 02:00:00,20.61261,13.3
2026-06-14 03:00:00,20.515938,12.7
